idx,bant_submit,business_unit,customer_idx,customer_type,enterprise,historical_existing_cnt,customer_job,lead_desc_length,inquiry_type,product_category,product_subcategory,product_modelname,customer_position,response_corporate,expected_timeline,business_area,business_subarea,lead_owner,is_converted
34738,0.5,ID,8040,End-Customer,SMB,,,3,Quotation or Purchase Consultation,,,,none,LGEUS,less than 3 months,,,194,False
93,1.0,AS,46447,End-Customer,Enterprise,,purchasing,44,Other,rac,,,ceo/founder,LGEGF,3 months ~ 6 months,corporate / office,Construction,25,False
55814,1.0,AS,21146,Developer,Enterprise,,engineering,13,Services,vrf,,,manager,LGEMS,3 months ~ 6 months,residential (home),,42,False
55358,1.0,AS,36997,End-Customer,SMB,,purchasing,48,Quotation or purchase consultation,rac,,,partner,LGESP,more than a year,residential (home),Others,957,False
29149,0.75,ID,9924,Service Partner,Enterprise,,business development,1,Technical Consultation,signage care solution,LG ConnectedCare,,other,LGEUS,less than 3 months,public facility,,205,False
56293,1.0,ID,3292,Service Partner,Enterprise,,purchasing,36,Quotation or Purchase Consultation,hotel tv,4K UHD Smart TV,65UQ801C (INDIA),partner,LGEIL,less than 3 months,retail,Electronics & Telco,174,False
55822,1.0,AS,41946,Specifier/ Influencer,Enterprise,,sales,60,Quotation or purchase consultation,rac,,,manager,LGESP,more than a year,residential (home),,97,False
1824,0.75,ID,1193,End-Customer,SMB,,information technology,49,Quotation or Purchase Consultation,led signage,LG LED All-in-One Smart Series,LAEC015-GN2,c-level executive,LGEUK,,,,185,True
36149,0.75,AS,43366,Engineer,Enterprise,,engineering,26,Product Information,control,,,other,LGECB,,,,39,False
3264,1.0,ID,8388,End-Customer,SMB,,entrepreneurship,105,Quotation or Purchase Consultation,led signage,,,ceo/founder,LGEPL,less than 3 months,,,343,False
386,1.0,AS,12164,End-Customer,Enterprise,,information technology,173,Quotation or Purchase Consultation,vrf,,,ceo/founder,LGESL,more than a year,corporate / office,,110,False
34816,0.5,ID,39759,End-Customer,Enterprise,,lead,3,Quotation or Purchase Consultation,,,,none,LGEUS,less than 3 months,,,194,False
3104,0.75,ID,46324,Channel Partner,SMB,,"director,it",37,Quotation or Purchase Consultation,,,,none,LGEUS,less than 3 months,,,194,False
58854,1.0,AS,14098,End-Customer,Enterprise,0.0,sales,248,Quotation or purchase consultation,rac,,,ceo/founder,LGESP,more than a year,power plant / renewable energy,Renewable Energy,97,False
26276,1.0,ID,16861,End-Customer,SMB,,arts and design,66,Quotation or purchase consultation,led signage,Transparent LED Film,LAT240,ceo/founder,LGETK,less than 3 months,retail,Real-Estate Agency,285,False
31352,1.0,ID,41168,End Customer,Enterprise,,administrative,17,Quotation or Purchase Consultation,led signage,,,ceo/founder,LGECB,less than 3 months,corporate / office,Others,187,False
42597,0.25,AS,47466,End-Customer,Enterprise,115.0,,7,Quotation or purchase consultation,single-split,,,none,LGEVH,,,,1015,False
53758,0.25,ID,16830,End-Customer,Enterprise,,education,27,Quotation or Purchase Consultation,,,,none,LGECB,,education,,233,False
54259,1.0,AS,29610,End-Customer,SMB,,program and project management,136,Quotation or Purchase Consultation,vrf,,,director,LGESP,more than a year,hospital & health care,General Hospital,97,False
13194,0.75,ID,30600,End Customer,Enterprise,,purchasing,409,Quotation or Purchase Consultation,high brightness signage,,,manager,LGESJ,less than 3 months,,,209,False
52263,0.25,IT,18033,End Customer,SMB,4.0,,3,Quotation or Purchase Consultation,,,,none,LGEUS,,,,375,True
46852,0.5,AS,1620,End Customer,Enterprise,,operations,224,Quotation or Purchase Consultation,etc.,,,none,LGECB,more than a year,,,649,False
14506,0.5,AS,27406,Specifier/ Influencer,Enterprise,,engineering,11,Quotation or purchase consultation,vrf,,,ceo/founder,LGEPH,,,,47,False
5181,0.75,ID,40992,End-Customer,SMB,,,6,Quotation or purchase consultation,,,,none,LGEUS,less than 3 months,,,194,False
54198,0.75,AS,124,Specifier/ Influencer,Enterprise,16.0,operations,47,Quotation or purchase consultation,chiller,,,entry level,LGESP,,hospital & health care,General Hospital,38,False
29690,0.5,AS,23109,End-Customer,SMB,,administrative,108,Quotation or purchase consultation,single-split,,,other,LGESP,,corporate / office,,23,False
3289,1.0,ID,5633,End-Customer,SMB,,marketing,103,Quotation or purchase consultation,interactive signage,Interactive Digital Board,75TC3D,ceo/founder,LGEUS,less than 3 months,,,207,False
35240,0.75,ID,41083,End Customer,Enterprise,,marketing,253,Quotation or Purchase Consultation,high brightness signage,Outdoor Display,86XE3FS-B,none,LGETK,more than a year,,,285,False
16638,0.25,AS,47466,End-Customer,Enterprise,19.0,,67,Quotation or purchase consultation,multi-split,,,none,LGEIL,,,,17,False
45817,0.5,AS,17534,Specifier/ Influencer,Enterprise,,administrative,20,Quotation or Purchase Consultation,,,,manager,LGEPH,,,,0,False
54584,0.25,IT,8750,End Customer,SMB,,,3,Quotation or Purchase Consultation,,,,none,LGEUS,,hospital & health care,Others,374,False
54623,0.25,IT,1394,End Customer,SMB,0.0,,30,Quotation or Purchase Consultation,,,,none,LGEUS,,hospital & health care,Others,833,True
47851,1.0,AS,17418,End-Customer,SMB,,program and project management,3,Quotation or Purchase Consultation,rac,,,ceo/founder,LGEMS,less than 3 months,,,42,False
1706,0.75,IT,16333,End-Customer,SMB,,administrative,248,Quotation or Purchase Consultation,monitor,,,manager,LGEUK,less than 3 months,corporate / office,Engineering,426,False
22299,0.75,ID,21485,Channel Partner,SMB,,program and project management,118,Quotation or Purchase Consultation,video wall signage,"55"" 700 nits FHD 0.44mm Even Bezel Video Wall",55VSH7J,associate/analyst,LGETK,less than 3 months,special purpose,Others,285,False
45073,0.75,AS,37933,Specifier/ Influencer,Enterprise,,operations,31,,chiller,,,director,LGEPS,more than a year,,,81,False
44081,0.75,AS,45071,Specifier/ Influencer,Enterprise,,operations,124,Quotation or purchase consultation,etc.,,,manager,LGEES,more than a year,,,713,False
34649,0.5,ID,14644,End-Customer,SMB,,,3,Quotation or Purchase Consultation,,,,none,LGEUS,less than 3 months,,,205,False
54612,0.25,IT,2992,End Customer,SMB,,,35,Quotation or Purchase Consultation,,,,none,LGEUS,,hospital & health care,Others,589,False
58958,1.0,ID,40578,Specifier/ Influencer,SMB,,engineering,123,Quotation or purchase consultation,led signage,Outdoor Versatile Series,,associate/analyst,LGECL,6 months ~ 9 months,transportation,,580,False
25037,1.0,ID,39785,Specifier/ Influencer,Enterprise,,other,179,Quotation or purchase consultation,led signage,Indoor Versatile Series,LSCA029,other,LGEIL,less than 3 months,government department,General Government Office,145,False
25457,1.0,ID,40562,End-Customer,SMB,,administrative,235,Quotation or Purchase Consultation,interactive signage,Createboard,86TR3PJ,other,LGEUS,less than 3 months,retail,Car Dealership,194,False
54593,0.25,IT,27791,End Customer,SMB,0.0,,3,Quotation or Purchase Consultation,,,,none,LGEUS,,hospital & health care,Others,831,True
5227,0.75,ID,19050,End-Customer,SMB,6.0,general manager,207,Quotation or purchase consultation,,,,none,LGEUS,less than 3 months,,,194,False
3053,0.75,ID,4799,Channel Partner,SMB,,design and installation company,72,Quotation or Purchase Consultation,,,,none,LGEUS,less than 3 months,,,194,False
47834,1.0,AS,39364,Specifier/ Influencer,Enterprise,,engineering,138,Quotation or Purchase Consultation,vrf,,,intern,LGECB,less than 3 months,,,39,False
3113,0.75,ID,10662,End-Customer,SMB,,i'm directing it,43,Quotation or Purchase Consultation,,,,none,LGEUS,less than 3 months,,,194,False
21213,0.25,IT,20943,Solution Eco-Partner,SMB,0.0,,20,Quotation or Purchase Consultation,,,,none,LGEUS,,,,375,True
52887,1.0,ID,40278,End-Customer,Enterprise,,marketing,138,Quotation or purchase consultation,led signage,,,associate/analyst,LGECL,6 months ~ 9 months,special purpose,Others,580,False
45068,1.0,AS,1532,Specifier/ Influencer,SMB,1.0,engineering,84,Usage or Technical Consultation,vrf,,,associate/analyst,LGEPS,more than a year,,,81,False
199,0.75,AS,16441,End-Customer,Enterprise,,entrepreneurship,101,Quotation or purchase consultation,vrf,,,ceo/founder,LGEIL,less than 3 months,corporate / office,Others,30,False
37704,0.5,AS,11885,End-Customer,SMB,,administrative,260,Quotation or purchase consultation,vrf,,,ceo/founder,LGESP,,,,38,False
19885,0.25,AS,47466,End Customer,Enterprise,105.0,,145,Quotation or Purchase Consultation,etc.,,,none,LGEUK,,,,755,False
41332,0.75,AS,42647,Specifier/ Influencer,Enterprise,,administrative,44,Quotation or purchase consultation,multi-split,,,partner,LGESP,more than a year,,,97,False
35720,0.5,AS,26337,End-Customer,Enterprise,0.0,engineering,19,Quotation or purchase consultation,vrf,,,associate/analyst,LGEPH,,,,16,True
11565,0.5,ID,6183,Channel Partner,SMB,0.0,installer/sales rep,66,Quotation or Purchase Consultation,,,,none,LGEUS,less than 3 months,,,194,False
52571,0.75,ID,11337,Channel Partner,Enterprise,,,3,Quotation or Purchase Consultation,led signage,,,none,LGEUS,less than 3 months,special purpose,,194,False
35524,0.25,ID,41649,End-Customer,SMB,,,3,Quotation or Purchase Consultation,,,,none,LGEUS,,,,570,True
54563,0.25,IT,34283,End Customer,SMB,,,3,Quotation or Purchase Consultation,,,,none,LGEUS,,hospital & health care,Others,438,True
41096,0.25,AS,47466,End-Customer,Enterprise,16.0,,482,Quotation or purchase consultation,multi-split,,,none,LGESP,,,,38,False
12872,0.75,ID,12497,Channel Partner,Enterprise,,,60,Quotation or Purchase Consultation,,,,none,LGEIS,less then 6 months,,,578,False
47953,1.0,AS,1674,Specifier/ Influencer,Enterprise,,purchasing,20,Quotation or Purchase Consultation,chiller,,,others,LGELF,more than a year,,,105,False
58841,1.0,ID,31073,End Customer,Enterprise,,engineering,35,Quotation or Purchase Consultation,standard signage,UH5F-H Series,55UH5F-H,intern,LGECL,6 months ~ 9 months,power plant / renewable energy,Others,580,False
2882,1.0,ID,40202,Channel Partner,SMB,,engineering,208,Quotation or purchase consultation,interactive signage,TR3BF Series,75TR3BF-B,manager,LGEGF,less than 3 months,,,153,False
26317,1.0,ID,42129,End Customer,SMB,,program and project management,245,Quotation or Purchase Consultation,oled signage,,,manager,LGEUK,9 months ~ 1 year,retail,Fashion,910,False
54659,0.25,IT,44773,End Customer,Enterprise,0.0,,33,Quotation or Purchase Consultation,,,,none,LGEUS,,hospital & health care,Others,835,True
23788,1.0,ID,47418,End-Customer,SMB,,healthcare services,3,Quotation or Purchase Consultation,interactive signage,TR3BG Series,55TR3BG-B,manager,LGEHK,less than 3 months,hospital & health care,Fitness,337,False
26774,0.75,IT,32886,End-Customer,Enterprise,,program and project management,223,Quotation or Purchase Consultation,pc,,,c-level executive,LGEFS,,retail,Other Stores,394,False
30004,1.0,AS,5330,Specifier/ Influencer,SMB,,operations,21,Usage or Technical Consultation,vrf,,,associate/analyst,LGESP,more than a year,corporate / office,Construction,950,False
17528,0.25,AS,47466,End-Customer,Enterprise,115.0,,269,Quotation or purchase consultation,rac,,,none,LGEAP,,,,624,False
12963,0.25,ID,44134,End Customer,SMB,,other,540,Quotation or Purchase Consultation,oled signage,,,none,LGEUK,,,,185,False
52579,1.0,ID,14206,Service Partner,Enterprise,,military and protective services,33,Quotation or Purchase Consultation,video wall signage,,,manager,LGESP,3 months ~ 6 months,special purpose,,342,False
52267,0.25,IT,8180,End Customer,SMB,,,3,Quotation or Purchase Consultation,,,,none,LGEUS,,,,831,True
1457,0.75,ID,21470,End Customer,Enterprise,2.0,administrative,73,Quotation or Purchase Consultation,standard signage,webOS UHD Signage,65UL3J-E,other,LGESA,less than 3 months,corporate / office,Others,151,False
12494,0.75,ID,36781,End Customer,Enterprise,,,52,Quotation or Purchase Consultation,,,,none,LGEUS,less than 3 months,,,310,False
21113,0.5,IT,28845,End Customer,Enterprise,,education,4,Quotation or Purchase Consultation,monitor,,,ceo/founder,LGEIL,,,,423,False
19900,0.25,AS,47466,End Customer,Enterprise,105.0,,49,Quotation or Purchase Consultation,etc.,,,none,LGEUK,,,,755,False
57129,1.0,AS,389,Specifier/ Influencer,Enterprise,16.0,product management,73,Product Information,single-split,,,associate/analyst,LGECB,less than 3 months,retail,Other Stores,39,False
19096,1.0,AS,21883,Specifier/ Influencer,Enterprise,,operations,7,Product Information,vrf,,,entry level,LGEPR,more than a year,,,125,False
22249,1.0,ID,7575,End Customer,SMB,,information technology,108,Quotation or Purchase Consultation,interactive signage,,,manager,LGEHK,less than 3 months,special purpose,Others,337,False
29725,0.5,AS,2794,Specifier/ Influencer,SMB,,engineering,891,Quotation or purchase consultation,rac,,,partner,LGESP,,corporate / office,Construction,23,False
54614,0.25,IT,35540,End Customer,SMB,,,35,Quotation or Purchase Consultation,,,,none,LGEUS,,hospital & health care,Others,589,False
37946,0.5,AS,33156,End-Customer,SMB,,media and communication,220,Quotation or purchase consultation,rac,,,manager,LGESP,,,,646,False
19307,0.5,AS,36852,End Customer,Enterprise,,engineering,3,Quotation or Purchase Consultation,vrf,,,associate/analyst,LGEPH,,,,0,False
23429,0.5,ID,8726,End-Customer,SMB,,administrative,37,Quotation or Purchase Consultation,video wall signage,,,intern,LGEMS,,education,Higher Education (College & University),214,False
29527,1.0,AS,39641,End-Customer,SMB,,administrative,90,Quotation or purchase consultation,single-split,,,manager,LGESP,more than a year,corporate / office,Energy,38,False
52199,0.25,IT,45319,End Customer,Enterprise,0.0,,3,Quotation or Purchase Consultation,,,,none,LGEUS,,,,375,True
58105,1.0,ID,35264,End Customer,Enterprise,,entrepreneurship,53,Quotation or Purchase Consultation,hotel tv,,,partner,LGESP,3 months ~ 6 months,hotel & accommodation,Hotel,487,True
57678,0.75,IT,5899,End Customer,Enterprise,,media and communication,3,Request a Demo,laptop,All Laptops,,ceo/founder,LGESW,,retail,Electronics & Telco,411,False
41036,0.25,AS,47466,End-Customer,Enterprise,16.0,,154,Quotation or purchase consultation,vrf,,,none,LGESP,,,,38,False
22581,0.5,AS,1806,Specifier/ Influencer,Enterprise,,engineering,94,Quotation or purchase consultation,chiller,,,other,LGEUS,,special purpose,Others,730,False
15127,0.75,AS,25686,Specifier/ Influencer,Enterprise,,engineering,7,Sales Inquiry,single-split,,,other,LGEPH,6 months ~ 9 months,,,16,False
55930,1.0,ID,13114,End-Customer,SMB,0.0,information technology,76,Quotation or Purchase Consultation,digital signage,UH5F-H Series,,director,LGEAR,less than 3 months,government department,,191,True
450,1.0,ID,38594,End-Customer,Enterprise,,entrepreneurship,13,Quotation or purchase consultation,interactive signage,TA3E Series,43TA3E,ceo/founder,LGEIL,less than 3 months,corporate / office,Construction,174,False
34710,0.5,ID,36874,Channel Partner,SMB,,,3,Quotation or Purchase Consultation,,,,none,LGEUS,less than 3 months,,,194,False
23335,0.25,ID,17568,End-Customer,SMB,,business development,50,Quotation or Purchase Consultation,standard signage,New High Haze UHD Standard Signage,75UH5J-M,none,LGEIL,,education,Higher Education (College & University),174,False
17292,0.5,AS,26965,End-Customer,Enterprise,,purchasing,70,Quotation or purchase consultation,chiller,,,associate/analyst,LGESP,,,,23,False
19297,0.5,AS,35046,Specifier/ Influencer,Enterprise,,engineering,69,Quotation or Purchase Consultation,etc.,,,associate/analyst,LGEPH,,,,0,False
44798,1.0,AS,37835,Specifier/ Influencer,SMB,0.0,others,3,Product Information,vrf,,,others,LGEMS,more than a year,,,42,False
54399,0.25,IT,16647,End Customer,Enterprise,,other,3,Quotation or Purchase Consultation,,,21HQ513D,none,LGEGF,,hospital & health care,Hospital,780,False
35374,0.75,ID,13477,End Customer,Enterprise,,administrative,3,Quotation or Purchase Consultation,digital signage or commercial tvs,Transparent LED Film,LAT140,ceo/founder,LGEUS,,,,205,False
1462,0.75,ID,22899,End Customer,Enterprise,,program and project management,1096,Quotation or Purchase Consultation,video wall signage,Ultra Narrow Bezel Video Wall,,manager,LGEUK,3 months ~ 6 months,corporate / office,Others,185,False
24838,1.0,AS,7036,Specifier/ Influencer,Enterprise,,operations,247,Quotation or purchase consultation,etc.,,,ceo/founder,LGEUS,3 months ~ 6 months,residential (home),,730,False
32478,0.75,ID,32018,End-Customer,Enterprise,,owner,3,Quotation or Purchase Consultation,,,,none,LGEUS,less than 3 months,,,194,False
45130,1.0,AS,39108,Specifier/ Influencer,Enterprise,,entrepreneurship,278,Usage or Technical Consultation,vrf,,,other,LGESP,more than a year,,,97,False
55836,1.0,AS,22004,Specifier/ Influencer,SMB,1.0,administrative,76,Quotation or Purchase Consultation,etc.,,,ceo/founder,LGEMS,less than 3 months,residential (home),,42,False
14267,0.75,AS,35171,Installer/Contractor,Enterprise,,other,9,Product Information,vrf,,,other,LGECB,,,,648,False
36378,1.0,AS,16545,End-Customer,Enterprise,,entrepreneurship,62,Product Information,ar condicionado residencial,,,ceo/founder,LGESP,more than a year,,,23,False
18396,0.5,AS,19752,End-Customer,SMB,,sales,123,Quotation or purchase consultation,rac,,,manager,LGEUS,,,,27,False
44858,1.0,AS,4696,Engineer,Enterprise,,product management,26,Trainings,vrf,,,manager,LGEPR,3 months ~ 6 months,,,125,False
44822,1.0,AS,21653,Specifier/ Influencer,SMB,,engineering,71,Quotation or Purchase Consultation,vrf,,,manager,LGEPR,less than 3 months,,,741,False
25249,0.75,AS,20394,End-Customer,Enterprise,,marketing,94,Quotation or purchase consultation,single-split,,,manager,LGEPH,,government department,General Government Office,121,False
19186,1.0,AS,12318,Specifier/ Influencer,Enterprise,,engineering,2,Services,control,,,entry level,LGEMS,3 months ~ 6 months,,,42,False
53157,0.5,AS,19427,End-Customer,Enterprise,,administrative,42,Quotation or purchase consultation,single-split,,,partner,LGESP,,special purpose,Others,23,False
16702,0.25,AS,47466,End-Customer,Enterprise,19.0,,21,Quotation or purchase consultation,multi-split,,,none,LGEIL,,,,50,False
34004,0.5,ID,28721,End-Customer,SMB,,community and social services,14,Quotation or purchase consultation,interactive signage,TN3F Series,86TN3F-B,none,LGEIL,less than 3 months,,,174,False
19133,1.0,AS,15442,End Customer,SMB,,consulting,76,Quotation or Purchase Consultation,heating,,,associate/analyst,LGEUS,less than 3 months,,,730,False
275,0.75,AS,27047,End-Customer,SMB,,other,70,Quotation or purchase consultation,vrf,,,ceo/founder,LGEEG,less than 3 months,corporate / office,Consulting,51,False
58829,1.0,ID,43043,Channel Partner,SMB,,administrative,3,Request for Partnership,,,,ceo/founder,LGEMS,3 months ~ 6 months,power plant / renewable energy,,189,False
30649,0.5,ID,15254,Others,Enterprise,,sales,3,Quotation or purchase consultation,oled signage,,,associate/analyst,LGEPH,,corporate / office,,162,False
1324,1.0,ID,8901,End Customer,SMB,,business development,251,Quotation or Purchase Consultation,interactive signage,TR3DJ Series,75TR3DJ,c-level executive,LGESJ,less than 3 months,corporate / office,IT/Software,209,True
44519,1.0,AS,14495,End-Customer,Enterprise,,engineering,5,Quotation or purchase consultation,a thermodynamic water heater,,,c-level executive,LGECL,3 months ~ 6 months,,,100,False
36741,1.0,AS,26426,End-Customer,Enterprise,,program and project management,29,Quotation or purchase consultation,teto ou cassete inverter,,,manager,LGESP,more than a year,,,23,False
2740,0.75,ID,17541,End-Customer,Enterprise,16.0,,116,Quotation or purchase consultation,,,,none,LGEUS,9 months ~ 1 year,,,194,False
47903,1.0,AS,22011,Specifier/ Influencer,SMB,,engineering,34,Quotation or Purchase Consultation,vrf,,,manager,LGEPR,3 months ~ 6 months,,,125,False
18321,0.5,AS,43771,End-Customer,SMB,0.0,engineering,1102,Quotation or purchase consultation,vrf,,,associate/analyst,LGELF,,,,708,False
29167,0.75,ID,13312,End Customer,Enterprise,,arts and design,112,Quotation or Purchase Consultation,video wall signage,VL5D Series,49VL5D,none,LGESA,6 months ~ 9 months,public facility,Outdoor Advertisement,151,False
17500,0.5,AS,1819,End-Customer,SMB,,accounting,212,Quotation or purchase consultation,vrf,,,manager,LGEAP,,,,138,False
37156,0.25,AS,47466,End-Customer,Enterprise,115.0,,50,Quotation or purchase consultation,multi-split,,,none,LGEPH,,,,46,False
16654,0.25,AS,47466,End-Customer,Enterprise,19.0,,60,Quotation or purchase consultation,heating,,,none,LGEIL,,,,95,False
24153,1.0,IT,34609,Channel Partner,Enterprise,,engineering,70,Request for Distributorship,medical display,Digital X-ray Detectors,,ceo/founder,LGEPH,less than 3 months,hospital & health care,,267,False
30334,1.0,ID,15077,End-Customer,Enterprise,,legal,19,Quotation or Purchase Consultation,,,,partner,LGEPR,less than 3 months,corporate / office,,258,False
37208,0.5,AS,428,End-Customer,SMB,,other,26,Sales Inquiry,vrf,,,partner,LGEPH,,,,29,False
36365,1.0,AS,45975,End-Customer,Enterprise,,administrative,75,Quotation or purchase consultation,vrf,,,manager,LGEPH,less than 3 months,,,133,False
12025,0.5,ID,2997,End-Customer,SMB,,information technology,225,Quotation or purchase consultation,special signage,,,other,LGEJP,,,,200,False
52375,0.25,IT,27427,End Customer,SMB,,,28,Quotation or Purchase Consultation,,,,none,LGEUS,,,,436,False
1473,0.5,ID,29823,Specifier/ Influencer,SMB,,,83,Quotation or Purchase Consultation,,,,none,LGEMS,less than 3 months,corporate / office,,188,False
42041,0.25,AS,47466,End-Customer,Enterprise,105.0,,320,Quotation or purchase consultation,multi-split,,,none,LGEPL,,,,694,False
47673,1.0,AS,26337,Specifier/ Influencer,Enterprise,,sales,3,Quotation or Purchase Consultation,vrf,,,manager,LGEPH,6 months ~ 9 months,,,16,True
14615,0.5,AS,8897,Specifier/ Influencer,Enterprise,,entrepreneurship,17,Quotation or purchase consultation,multi-split,,,manager,LGEPH,,,,83,False
24968,0.75,IT,12606,Channel Partner,SMB,,sales,133,Quotation or Purchase Consultation,monitor,,,associate/analyst,LGEUS,less than 3 months,residential (home),Officetel,393,False
57697,0.25,IT,30169,End-Customer,Enterprise,2.0,,3,Quotation or Purchase Consultation,,,,none,LGEUS,,retail,Other Stores,439,False
54731,0.25,IT,21912,End Customer,SMB,,,35,Quotation or Purchase Consultation,,,,none,LGEUS,,hospital & health care,Others,589,False
54174,0.25,IT,34174,End Customer,SMB,,,3,Quotation or Purchase Consultation,,,,none,LGEUS,,education,Higher Education (College & University),437,False
28327,1.0,AS,11073,End-Customer,SMB,,program and project management,382,Quotation or purchase consultation,chiller,,,c-level executive,LGEUS,3 months ~ 6 months,factory,,27,False
12926,0.25,ID,32701,End-Customer,Enterprise,17.0,information technology,19,Quotation or purchase consultation,video wall signage,LV35A Series,,none,LGEGF,,,,319,False
55948,1.0,ID,2524,End-Customer,SMB,,administrative,3,Other,,,,director,LGEPR,less than 3 months,government department,,258,False
53431,1.0,AS,20810,Specifier/ Influencer,SMB,,business development,517,Quotation or Purchase Consultation,etc.,,,others,LGECB,more than a year,special purpose,Others,649,False
25189,1.0,ID,8040,End Customer,Enterprise,,information technology,126,Quotation or Purchase Consultation,one:quick series,One:Quick Flex,43HT3WJ,other,LGEUS,less than 3 months,government department,Military,502,False
56510,0.5,ID,33514,End-Customer,SMB,,engineering & technical executive,3,Quotation or Purchase Consultation,,,,leadership/executive office/owner,LGEUS,,retail,,194,False
47557,0.25,AS,33350,Home Owner,SMB,,,111,Quotation or Purchase Consultation,,,,none,LGEIS,,,,341,False
53862,1.0,ID,3801,End Customer,Enterprise,,accounting,97,Quotation or Purchase Consultation,interactive signage,,,other,LGEPR,9 months ~ 1 year,education,Higher Education (College & University),1096,False
25324,1.0,IT,25812,End Customer,SMB,,business development,641,Quotation or Purchase Consultation,monitor,,,manager,LGEUK,3 months ~ 6 months,government department,Others,185,False
54454,0.25,IT,7653,End-Customer,Enterprise,0.0,,3,Quotation or Purchase Consultation,,,,none,LGEUS,,hospital & health care,Others,372,True
1779,0.75,ID,38452,End-Customer,Enterprise,,marketing,22,Quotation or purchase consultation,standard signage,New High Haze UHD Standard Signage,98UH5J-H,none,LGEIL,less than 3 months,,,147,True
37446,0.25,AS,47466,End-Customer,Enterprise,19.0,,104,Quotation or purchase consultation,multi-split,,,none,LGEIL,,,,32,False
19574,0.25,AS,47466,End Customer,Enterprise,19.0,,39,Quotation or Purchase Consultation,multi-split,,,none,LGEIL,,,,115,False
42150,0.5,AS,37951,Specifier/ Influencer,Enterprise,,engineering,69,Quotation or purchase consultation,etc.,,,ceo/founder,LGECB,,,,101,False
22374,0.75,AS,43795,End-Customer,SMB,,purchasing,317,Quotation or purchase consultation,rac,,,other,LGETK,,special purpose,Others,103,False
17959,0.25,AS,47466,End-Customer,Enterprise,3.0,,104,Quotation or purchase consultation,rac,,,none,LGESA,,,,26,False
356,1.0,AS,36448,End Customer,SMB,,administrative,583,Quotation or Purchase Consultation,chiller,,,ceo/founder,LGERO,less than 3 months,corporate / office,,130,False
5233,0.75,ID,19025,Channel Partner,SMB,3.0,ceo,162,Quotation or purchase consultation,,,,none,LGEUS,less than 3 months,,,194,False
32352,0.75,ID,29370,End-Customer,Enterprise,4.0,education,51,Quotation or purchase consultation,interactive signage,Interactive Digital Board,75TC3D,trainee,LGEIL,,,,174,False
26535,1.0,AS,1215,End-Customer,Enterprise,,engineering,217,Usage or technical consultation,etc.,,,director,LGEPH,less than 3 months,retail,Shopping Mall,668,False
45762,1.0,AS,10274,Specifier/ Influencer,SMB,,engineering,20,Product Information,chiller,,,ceo/founder,LGEPS,3 months ~ 6 months,,,651,False
56941,1.0,ID,45237,End Customer,Enterprise,,administrative,144,Quotation or Purchase Consultation,led signage,Transparent LED Film,LAT140,partner,LGESP,less than 3 months,retail,,279,False
55238,1.0,AS,23367,End-Customer,Enterprise,,administrative,288,Quotation or purchase consultation,rac,,,partner,LGESP,9 months ~ 1 year,residential (home),Villa / Single-Family Home,38,False
19573,0.25,AS,47466,End Customer,Enterprise,19.0,,8,Quotation or Purchase Consultation,vrf,,,none,LGEIL,,,,115,False
3068,0.75,ID,35561,Channel Partner,SMB,,integrator,105,Quotation or Purchase Consultation,,,,none,LGEUS,less than 3 months,,,194,False
34431,0.25,ID,45268,End-Customer,SMB,,media and communication,49,Quotation or Purchase Consultation,videowall_rmk,,,none,LGECB,,,,344,False
32574,1.0,ID,45184,Channel Partner,SMB,5.0,administrative,7,Quotation or Purchase Consultation,,,,ceo/founder,LGECB,less than 3 months,,,344,False
44638,0.75,AS,37878,Specifier/ Influencer,Enterprise,,engineering,12,Product Information,vrf,,,manager,LGEMS,,,,42,False
35244,1.0,ID,14787,Channel Partner,SMB,3.0,administrative,183,Quotation or Purchase Consultation,hotel tv,4K UHD Smart TV,50UQ751C (EU/CIS),entry level,LGEMS,less than 3 months,,,459,False
3,1.0,AS,4919,End-Customer,Enterprise,,entrepreneurship,44,Quotation or purchase consultation,vrf,,,ceo/founder,LGEIL,less than 3 months,corporate / office,IT/Software,3,True
54419,1.0,IT,9437,End Customer,SMB,,clinic,589,Quotation or Purchase Consultation,,,,ceo/founder,LGEDG,less than 3 months,hospital & health care,,838,True
29315,1.0,AS,41248,End-Customer,Enterprise,,entrepreneurship,139,Quotation or purchase consultation,single-split,,,ceo/founder,LGESP,more than a year,corporate / office,,97,False
26884,0.25,ID,42042,End Customer,SMB,,administrative,52,,43us660h0sd.awz,,,ceo/founder,LGESP,,hotel & accommodation,Resort,487,True
23067,1.0,ID,21161,Channel Partner,SMB,,consulting,606,Technical Consultation,pro:centric,,,ceo/founder,LGEAP,less than 3 months,education,Higher Education (College & University),559,False
13652,0.5,AS,33439,End-Customer,SMB,,program and project management,91,Quotation or purchase consultation,multi-split,,,ceo/founder,LGEIL,,,,128,True
11881,0.5,ID,34797,Channel Partner,SMB,,information technology,500,Quotation or purchase consultation,oled signage,,,none,LGESJ,less than 3 months,,,244,False
24046,0.25,IT,20393,End Customer,SMB,,,33,Quotation or Purchase Consultation,,,,none,LGEUS,,hospital & health care,Others,567,False
55718,1.0,AS,16430,End Customer,Enterprise,,purchasing,249,Quotation or Purchase Consultation,etc.,,,director,LGESP,less than 3 months,residential (home),Others,97,False
