bant_submit,business_unit,customer_idx,customer_type,enterprise,historical_existing_cnt,customer_job,lead_desc_length,inquiry_type,product_category,product_subcategory,product_modelname,customer_position,response_corporate,expected_timeline,business_area,business_subarea,lead_owner,is_converted
1.0,ID,44350,End Customer,Enterprise,,information technology,132,Quotation or Purchase Consultation,video wall signage,,,other,LGEMS,less than 3 months,retail,Other Stores,263,False
1.0,ID,41810,Channel Partner,SMB,,business development,176,Request for Partnership,high brightness signage,,,ceo/founder,LGEAR,less than 3 months,retail,,325,False
1.0,ID,27234,End-Customer,Enterprise,,purchasing,7,Quotation or purchase consultation,webos,,,partner,LGECL,less than 3 months,retail,Other Stores,580,False
1.0,ID,27234,End Customer,Enterprise,,purchasing,7,Quotation or Purchase Consultation,webos,,,partner,LGECL,less than 3 months,retail,Other Stores,580,False
1.0,ID,37630,End-Customer,SMB,,engineering,94,Quotation or Purchase Consultation,hospital tv,,,ceo/founder,LGEMS,less than 3 months,retail,,585,True
1.0,ID,37630,End Customer,SMB,,engineering,94,Quotation or Purchase Consultation,hospital tv,,,ceo/founder,LGEMS,less than 3 months,retail,,585,True
1.0,ID,20808,Channel Partner,SMB,,administrative,137,Quotation or Purchase Consultation,video wall signage,LV35A Series,55LV35A,director,LGEMS,6 months ~ 9 months,retail,Other Stores,203,False
1.0,ID,20808,Channel Partner,SMB,,administrative,137,Quotation or Purchase Consultation,video wall signage,LV35A Series,55LV35A,director,LGEMS,6 months ~ 9 months,retail,Other Stores,203,False
0.25,ID,36953,Solution Eco-Partner,Enterprise,,other,20,Quotation or Purchase Consultation,interactive signage,LG CreateBoard,75TR3DK,none,LGEIL,,retail,Bookstore,222,False
0.5,ID,27254,End-Customer,Enterprise,,administrative,107,Quotation or purchase consultation,video wall signage,,,ceo/founder,LGECL,,retail,,580,False
0.5,ID,27254,End Customer,Enterprise,,administrative,107,Quotation or Purchase Consultation,video wall signage,,,ceo/founder,LGECL,,retail,,580,False
0.75,ID,13951,Specifier/ Influencer,Enterprise,,arts and design,71,Quotation or purchase consultation,standard signage,,,ceo/founder,LGECL,less than 3 months,retail,Cosmetics,580,False
0.75,ID,13951,Specifier/ Influencer,Enterprise,,arts and design,71,Quotation or Purchase Consultation,standard signage,,,ceo/founder,LGECL,less than 3 months,retail,Cosmetics,580,False
0.75,ID,12386,Channel Partner,Enterprise,,information technology,247,Quotation or purchase consultation,webos,,,ceo/founder,LGECL,less than 3 months,retail,Electronics & Telco,580,False
0.75,ID,12386,Channel Partner,Enterprise,,information technology,247,Quotation or Purchase Consultation,webos,,,ceo/founder,LGECL,less than 3 months,retail,Electronics & Telco,580,False
0.75,ID,28213,Channel Partner,SMB,,operations,3,Quotation or Purchase Consultation,,,,ceo/founder,LGECL,less than 3 months,retail,Fashion,580,False
0.5,ID,14374,End-Customer,Enterprise,,marketing,67,Quotation or Purchase Consultation,,,,ceo/founder,LGECL,,retail,Fashion,580,False
0.5,ID,14374,End Customer,Enterprise,,marketing,67,Quotation or Purchase Consultation,,,,ceo/founder,LGECL,,retail,Fashion,580,False
0.5,ID,9742,End-Customer,Enterprise,,,7,Quotation or Purchase Consultation,,,,ceo/founder,LGECL,,retail,,580,False
0.5,ID,8994,End-Customer,Enterprise,,,6,Quotation or Purchase Consultation,,,,ceo/founder,LGECL,,retail,,580,False
0.5,ID,8588,End-Customer,Enterprise,,,6,Quotation or Purchase Consultation,,,,ceo/founder,LGECL,,retail,,580,False
0.5,ID,14702,End-Customer,Enterprise,,,6,Quotation or Purchase Consultation,,,,ceo/founder,LGECL,,retail,,580,False
0.5,ID,9742,End-Customer,Enterprise,,,7,Quotation or Purchase Consultation,,,,ceo/founder,LGECL,,retail,,580,False
0.5,ID,9742,End Customer,Enterprise,,,7,Quotation or Purchase Consultation,,,,ceo/founder,LGECL,,retail,,580,False
0.5,ID,8994,End Customer,Enterprise,,,6,Quotation or Purchase Consultation,,,,ceo/founder,LGECL,,retail,,580,False
0.5,ID,8588,End Customer,Enterprise,,,6,Quotation or Purchase Consultation,,,,ceo/founder,LGECL,,retail,,580,False
0.5,ID,14702,End Customer,Enterprise,,,6,Quotation or Purchase Consultation,,,,ceo/founder,LGECL,,retail,,580,False
0.5,ID,9742,End Customer,Enterprise,,,7,Quotation or Purchase Consultation,,,,ceo/founder,LGECL,,retail,,580,False
0.75,ID,37439,End Customer,SMB,,arts and design,3,Quotation or Purchase Consultation,,,,manager,LGECL,less than 3 months,retail,,580,True
0.5,ID,20737,End-Customer,SMB,,,6,Quotation or Purchase Consultation,,,,manager,LGECL,,retail,,580,False
0.5,ID,20737,End Customer,SMB,,,6,Quotation or Purchase Consultation,,,,manager,LGECL,,retail,,580,False
0.5,ID,6161,End-Customer,SMB,,arts and design,190,Quotation or purchase consultation,interactive signage,Touch Open Frame,27TNF3K,associate/analyst,LGECL,,retail,Sports Entertainment,580,False
0.5,ID,6161,End Customer,SMB,,arts and design,190,Quotation or Purchase Consultation,interactive signage,Touch Open Frame,27TNF3K,associate/analyst,LGECL,,retail,Sports Entertainment,580,False
0.5,ID,7862,End-Customer,SMB,,administrative,418,Quotation or purchase consultation,video wall signage,Essential Series,,other,LGECL,,retail,Other Stores,580,False
0.5,ID,7862,End Customer,SMB,,administrative,418,Quotation or Purchase Consultation,video wall signage,Essential Series,,other,LGECL,,retail,Other Stores,580,False
0.5,ID,2476,End-Customer,SMB,,,17,Quotation or Purchase Consultation,,,,director,LGECL,,retail,,580,False
0.5,ID,2476,End Customer,SMB,,,17,Quotation or Purchase Consultation,,,,director,LGECL,,retail,,580,False
0.75,ID,19102,End Customer,SMB,,business development,38,Quotation or Purchase Consultation,interactive signage,TR3DJ Series,75TR3DJ,c-level executive,LGECL,less than 3 months,retail,,580,False
0.5,ID,24735,End Customer,SMB,,marketing,36,Quotation or Purchase Consultation,,,,manager,LGECB,,retail,,344,False
0.25,ID,32240,Channel Partner,Enterprise,,,83,Quotation or Purchase Consultation,,,,none,LGECB,,retail,,344,False
0.25,ID,25775,End Customer,Enterprise,,,61,Quotation or Purchase Consultation,,,,none,LGECB,,retail,,344,False
0.5,ID,43538,Channel Partner,Enterprise,,information technology,38,Quotation or Purchase Consultation,interactive signage,TR3BF Series,75TR3BF-B,none,LGEVH,3 months ~ 6 months,retail,,324,False
0.5,ID,43538,Channel Partner,Enterprise,,information technology,38,Quotation or Purchase Consultation,interactive signage,TR3BF Series,75TR3BF-B,none,LGEVH,3 months ~ 6 months,retail,,324,False
0.5,ID,25969,Channel Partner,Enterprise,,,3,Quotation or purchase consultation,virtual production,,,manager,LGEEG,,retail,Other Stores,234,False
0.5,ID,25969,Channel Partner,Enterprise,,,3,Quotation or Purchase Consultation,virtual production,,,manager,LGEEG,,retail,Other Stores,234,False
0.5,ID,9479,End-Customer,SMB,,,3,Quotation or purchase consultation,,,,ceo/founder,LGEUS,,retail,Shopping Mall,205,False
0.5,ID,9479,End Customer,SMB,,,3,Quotation or Purchase Consultation,,,,ceo/founder,LGEUS,,retail,Shopping Mall,205,False
0.5,ID,38327,End-Customer,SMB,,product management,3,Other,,,,director,LGEUS,,retail,,205,False
0.5,ID,38327,End Customer,SMB,,product management,3,Other,,,,director,LGEUS,,retail,,205,False
0.5,ID,34649,Specifier/ Influencer,Enterprise,,,3,Quotation or purchase consultation,virtual production,,,entry level,LGESL,,retail,Bookstore,298,False
0.5,ID,34649,Specifier/ Influencer,Enterprise,,,3,Quotation or Purchase Consultation,virtual production,,,entry level,LGESL,,retail,Bookstore,298,False
0.25,ID,40576,Channel Partner,SMB,,information technology,598,Quotation or Purchase Consultation,high brightness signage,,,none,LGEPT,,retail,,339,True
1.0,ID,25784,End-Customer,Enterprise,,administrative,27,Quotation or Purchase Consultation,led signage,,,partner,LGESP,less than 3 months,retail,Electronics & Telco,279,False
1.0,ID,25784,End Customer,Enterprise,,administrative,27,Quotation or Purchase Consultation,led signage,,,partner,LGESP,less than 3 months,retail,Electronics & Telco,279,False
1.0,ID,39454,Specifier/ Influencer,Enterprise,,engineering,80,Quotation or Purchase Consultation,video wall signage,"55"" 500 nits FHD 0.44mm Even Bezel Video Wall",55VSM5J,ceo/founder,LGECL,less than 3 months,retail,Electronics & Telco,580,False
1.0,ID,22228,End-Customer,Enterprise,,other,137,Quotation or purchase consultation,interactive signage,,,ceo/founder,LGECL,less than 3 months,retail,QSR(Quick Service Restaurant),580,True
1.0,ID,22228,End Customer,Enterprise,,other,137,Quotation or Purchase Consultation,interactive signage,,,ceo/founder,LGECL,less than 3 months,retail,QSR(Quick Service Restaurant),580,True
1.0,ID,28937,End Customer,Enterprise,0.0,program and project management,5,Quotation or Purchase Consultation,video wall signage,"55"" 700 nits FHD Slim Bezel Video Wall",55VH7J-H,manager,LGECB,3 months ~ 6 months,retail,Sports Entertainment,344,False
0.75,ID,37680,End Customer,Enterprise,,administrative,68,Quotation or Purchase Consultation,,,,none,LGECB,more than a year,retail,,344,False
1.0,ID,6514,Channel Partner,SMB,,business development,129,Quotation or Purchase Consultation,,,,ceo/founder,LGEMS,less than 3 months,retail,,263,False
1.0,ID,12737,Channel Partner,SMB,,business development,3,Quotation or Purchase Consultation,,,,ceo/founder,LGEMS,3 months ~ 6 months,retail,Other Stores,189,False
1.0,ID,28018,End Customer,SMB,,business development,55,Quotation or Purchase Consultation,led signage,Premium Series,LBS100DA4D,ceo/founder,LGEMS,6 months ~ 9 months,retail,,188,False
1.0,ID,6514,Channel Partner,SMB,,program and project management,129,Request for Partnership,,,,ceo/founder,LGEMS,less than 3 months,retail,,263,True
1.0,ID,28494,Specifier/ Influencer,SMB,,arts and design,69,Quotation or Purchase Consultation,led signage,Transparent LED Film,LAT240,manager,LGEMS,less than 3 months,retail,,286,False
1.0,ID,41992,End Customer,SMB,,engineering,11,Quotation or Purchase Consultation,,,,manager,LGEMS,3 months ~ 6 months,retail,,189,False
1.0,ID,44526,End Customer,SMB,,business development,3,Quotation or Purchase Consultation,,,,manager,LGEMS,6 months ~ 9 months,retail,,189,False
1.0,ID,35429,Service Partner,SMB,,purchasing,187,Quotation or Purchase Consultation,hotel tv,4K UHD Hospitality TV with Pro:Centric Direct,,other,LGEMS,less than 3 months,retail,,189,False
1.0,ID,718,Channel Partner,Enterprise,,administrative,146,Quotation or Purchase Consultation,hotel tv,UT570H Series,55UT570H (NA),other,LGEMS,less than 3 months,retail,Other Stores,459,False
1.0,ID,1103,End-Customer,SMB,,administrative,86,Quotation or Purchase Consultation,high brightness signage,,,director,LGEMS,less than 3 months,retail,Bookstore,214,False
1.0,ID,1103,End Customer,SMB,,administrative,86,Quotation or Purchase Consultation,high brightness signage,,,director,LGEMS,less than 3 months,retail,Bookstore,214,False
1.0,ID,1103,End Customer,SMB,,administrative,86,Quotation or Purchase Consultation,high brightness signage,,,director,LGEMS,less than 3 months,retail,Bookstore,257,False
1.0,ID,12313,End Customer,SMB,,business development,28,Quotation or Purchase Consultation,one:quick series,One:Quick Flex,43HT3WJ,director,LGEMS,6 months ~ 9 months,retail,,214,False
1.0,ID,26950,End Customer,SMB,,business development,3,Quotation or Purchase Consultation,,,,director,LGEMS,6 months ~ 9 months,retail,,189,False
1.0,ID,11892,End Customer,SMB,,entrepreneurship,3,Quotation or Purchase Consultation,,,,director,LGEMS,6 months ~ 9 months,retail,,189,False
1.0,ID,13969,End Customer,SMB,,business development,173,Quotation or Purchase Consultation,interactive signage,Built-in Touch Display,,partner,LGEMS,less than 3 months,retail,Other Stores,214,False
1.0,ID,31436,End Customer,Enterprise,,sales,80,Quotation or Purchase Consultation,standard signage,UL3G Series,50UL3G-B,partner,LGEAR,less than 3 months,retail,,325,False
1.0,AS,39712,Specifier/ Influencer,SMB,3.0,engineering,3,Usage or technical consultation,chiller,,,director,LGESP,3 months ~ 6 months,retail,Shopping Mall,950,True
1.0,AS,38574,End-Customer,SMB,,purchasing,299,Services,single-split,,,ceo/founder,LGESP,less than 3 months,retail,Electronics & Telco,38,False
1.0,AS,4924,End-Customer,Enterprise,,administrative,38,Quotation or Purchase Consultation,single-split,,,c-level executive,LGEPL,less than 3 months,retail,Car Dealership,694,False
1.0,AS,34418,End-Customer,Enterprise,44.0,engineering,22,Quotation or purchase consultation,rac,,,ceo/founder,LGEIL,less than 3 months,retail,Other Stores,673,False
1.0,AS,9754,End-Customer,Enterprise,,entrepreneurship,512,Quotation or purchase consultation,chiller,,,manager,LGESP,9 months ~ 1 year,retail,Other Stores,23,False
1.0,AS,46361,End-Customer,Enterprise,,sales,43,Quotation or purchase consultation,rac,,,partner,LGESP,3 months ~ 6 months,retail,Other Stores,97,False
0.75,AS,26380,End-Customer,Enterprise,,sales,29,Quotation or purchase consultation,heating,,,other,LGEPL,,retail,,694,False
1.0,AS,39130,End-Customer,Enterprise,,engineering,146,Quotation or purchase consultation,rac,,,ceo/founder,LGECB,less than 3 months,retail,Cosmetics,40,False
1.0,AS,43000,End-Customer,Enterprise,,administrative,82,Quotation or purchase consultation,single-split,,,ceo/founder,LGECB,less than 3 months,retail,,39,False
1.0,AS,22238,End-Customer,Enterprise,,administrative,377,Quotation or purchase consultation,vrf,,,ceo/founder,LGECB,less than 3 months,retail,Other Stores,699,False
1.0,AS,1071,Corporate,Enterprise,1.0,administrative,11,Usage or technical consultation,ventilation,,,manager,LGECB,3 months ~ 6 months,retail,,648,False
1.0,AS,389,Specifier/ Influencer,Enterprise,16.0,product management,73,Product Information,single-split,,,associate/analyst,LGECB,less than 3 months,retail,Other Stores,39,False
1.0,AS,1074,Engineer,SMB,22.0,engineering,59,Usage or technical consultation,ventilation,,,intern,LGECB,3 months ~ 6 months,retail,,648,False
1.0,AS,11271,Specifier/ Influencer,Enterprise,,engineering,285,Quotation or purchase consultation,rac,,,trainee,LGEVH,more than a year,retail,Other Stores,1045,False
1.0,AS,35180,End Customer,Enterprise,,administrative,6,Usage or technical consultation,ventilation,,,ceo/founder,LGEMS,3 months ~ 6 months,retail,Restaurant,42,False
1.0,AS,7178,End-Customer,Enterprise,,administrative,202,Quotation or purchase consultation,etc.,,,manager,LGESP,more than a year,retail,Other Stores,97,False
1.0,AS,15777,End-Customer,Enterprise,,administrative,195,Quotation or purchase consultation,single-split,,,partner,LGESP,less than 3 months,retail,Other Stores,38,False
1.0,AS,22320,Specifier/ Influencer,SMB,,entrepreneurship,90,Trainings,heating,,,ceo/founder,LGEPL,less than 3 months,retail,Electronics & Telco,694,False
1.0,AS,1074,Engineer,SMB,22.0,engineering,3,Quotation or purchase consultation,chiller,,,other,LGECB,3 months ~ 6 months,retail,,39,False
1.0,AS,1889,Specifier/ Influencer,Enterprise,,product management,21,Quotation or purchase consultation,ventilation,,,trainee,LGECB,3 months ~ 6 months,retail,,39,False
0.75,AS,46348,Specifier/ Influencer,Enterprise,16.0,other,180,Quotation or purchase consultation,etc.,,,other,LGEMS,,retail,,42,False
1.0,AS,36017,Channel Partner,SMB,,sales,3,Quotation or Purchase Consultation,control,,,ceo/founder,LGEPS,3 months ~ 6 months,retail,,654,False
1.0,AS,32875,HVAC Engineer,SMB,,engineering,3,Quotation or Purchase Consultation,control,,,manager,LGEPS,more than a year,retail,,654,False
1.0,AS,25309,End-Customer,Enterprise,19.0,other,34,Quotation or Purchase Consultation,rac,,,other,LGEIL,more than a year,retail,,600,False
1.0,AS,9718,End-Customer,SMB,,purchasing,267,Quotation or purchase consultation,etc.,,,other,LGESP,more than a year,retail,Other Stores,38,False
1.0,AS,16661,End-Customer,SMB,,purchasing,327,Quotation or purchase consultation,etc.,,,other,LGESP,more than a year,retail,Other Stores,38,False
1.0,AS,10174,End-Customer,SMB,,purchasing,151,Quotation or purchase consultation,rac,,,director,LGESP,more than a year,retail,Other Stores,38,False
1.0,AS,8593,Specifier/ Influencer,Enterprise,,product management,73,Quotation or purchase consultation,multi-split,,,associate/analyst,LGECB,less than 3 months,retail,Other Stores,40,False
1.0,AS,15680,Installer/Contractor,Enterprise,,sales,15,Services,vrf,,,sales,LGECB,less than 3 months,retail,,39,False
1.0,AS,1086,End-Customer,Enterprise,,purchasing,84,Quotation or purchase consultation,single-split,,,manager,LGESP,more than a year,retail,,23,False
1.0,AS,17422,Specifier/ Influencer,Enterprise,,purchasing,148,Quotation or purchase consultation,multi-split,,,partner,LGESP,9 months ~ 1 year,retail,Electronics & Telco,23,False
1.0,AS,14629,End-Customer,SMB,,program and project management,190,Quotation or purchase consultation,etc.,,,manager,LGEPL,less than 3 months,retail,Other Stores,694,False
0.75,AS,25761,End-Customer,Enterprise,,other,756,Quotation or purchase consultation,rac,,,manager,LGECB,,retail,,648,False
0.75,AS,25761,End-Customer,Enterprise,,other,756,Quotation or purchase consultation,rac,,,manager,LGECB,,retail,,648,False
1.0,AS,6372,Specifier/ Influencer,SMB,,administrative,41,Quotation or purchase consultation,multi-split,,,partner,LGETK,3 months ~ 6 months,retail,,103,False
1.0,AS,9092,Specifier/ Influencer,Enterprise,,entrepreneurship,94,Quotation or purchase consultation,vrf,,,ceo/founder,LGEMS,3 months ~ 6 months,retail,,42,False
0.75,AS,6436,HVAC Engineer,SMB,,engineering,7,Product Information,chiller,,,manager,LGEPS,,retail,,644,False
1.0,AS,46880,End-Customer,Enterprise,,entrepreneurship,508,Quotation or purchase consultation,multi-split,,,partner,LGETK,less than 3 months,retail,Other Stores,103,False
0.5,AS,18950,End-Customer,Enterprise,,entrepreneurship,16,Quotation or purchase consultation,multi-split,,,ceo/founder,LGEIL,,retail,,32,False
0.75,AS,22810,End-Customer,Enterprise,,sales,11,Quotation or purchase consultation,vrf,,,other,LGEIL,less than 3 months,retail,Electronics & Telco,65,False
0.75,AS,25537,End-Customer,Enterprise,,,84,Sales Inquiry,etc.,,,manager,LGESP,6 months ~ 9 months,retail,Shopping Mall,38,False
0.5,AS,39465,Specifier/ Influencer,Enterprise,,purchasing,178,Quotation or purchase consultation,multi inverter,,,associate/analyst,LGESP,,retail,,23,False
0.75,AS,32920,End-Customer,Enterprise,,engineering,89,Quotation or purchase consultation,single-split,,,associate/analyst,LGESP,more than a year,retail,Gas Station,97,False
0.5,AS,41969,End-Customer,SMB,1.0,engineering,3,Other,vrf,,,associate/analyst,LGESP,,retail,Other Stores,97,False
0.75,AS,16543,Specifier/ Influencer,SMB,,operations,184,Quotation or purchase consultation,rac,,,entry level,LGESP,more than a year,retail,,97,False
0.75,AS,42825,End-Customer,Enterprise,,sales,85,Quotation or purchase consultation,single-split,,,other,LGESP,more than a year,retail,Fashion,97,False
0.5,AS,47384,End-Customer,Enterprise,,marketing,80,Quotation or purchase consultation,etc.,,,manager,LGETH,,retail,Electronics & Telco,1012,False
0.25,AS,33651,Installer/Contractor,SMB,,,3,Quotation or purchase consultation,,,,none,LGETH,,retail,,753,False
0.5,AS,3394,End-Customer,SMB,,sales,602,Quotation or purchase consultation,heating,,,ceo/founder,LGEPL,,retail,,694,False
0.75,AS,20410,End-Customer,SMB,,engineering,278,Quotation or purchase consultation,heating,,,entry level,LGEPL,less than 3 months,retail,Electronics & Telco,694,False
0.75,AS,6847,End-Customer,SMB,,business development,647,Quotation or purchase consultation,single-split,,,entry level,LGEPL,less than 3 months,retail,,694,False
0.75,AS,35242,Specifier/ Influencer,Enterprise,,administrative,89,Quotation or purchase consultation,multi-split,,,ceo/founder,LGECB,less than 3 months,retail,,39,False
0.5,AS,36301,End-Customer,Enterprise,,business development,88,Quotation or purchase consultation,multi-split,,,manager,LGECB,,retail,,40,False
0.75,AS,43371,Specifier/ Influencer,SMB,,administrative,92,Quotation or purchase consultation,heating,,,ceo/founder,LGETK,less than 3 months,retail,Other Stores,103,False
0.5,AS,18931,Channel Partner,Enterprise,,administrative,42,Quotation or purchase consultation,heating,,,ceo/founder,LGETK,,retail,,103,False
0.5,AS,17722,End-Customer,Enterprise,,administrative,149,Quotation or purchase consultation,multi-split,,,manager,LGETK,,retail,,103,False
0.75,AS,16032,Specifier/ Influencer,SMB,,administrative,262,Quotation or purchase consultation,vrf,,,manager,LGETK,less than 3 months,retail,,1105,False
0.5,AS,2259,Specifier/ Influencer,Enterprise,,engineering,53,Quotation or purchase consultation,vrf,,,ceo/founder,LGEEG,,retail,Other Stores,51,False
0.5,AS,35410,Specifier/ Influencer,Enterprise,,other,3,Product Information,vrf,,,ceo/founder,LGEPS,,retail,,654,False
0.75,AS,36016,Channel Partner,SMB,123.0,business development,3,Trainings,chiller,,,director,LGEPS,3 months ~ 6 months,retail,,654,False
0.5,AS,28590,End-Customer,SMB,,education,12,Quotation or purchase consultation,etc.,,,manager,LGESJ,,retail,,108,False
1.0,AS,21082,End-Customer,Enterprise,,purchasing,17,Quotation or Purchase Consultation,rac,,,manager,LGESP,more than a year,retail,Other Stores,97,False
1.0,AS,21082,End Customer,Enterprise,,purchasing,17,Quotation or Purchase Consultation,etc.,,,manager,LGESP,more than a year,retail,Other Stores,97,False
1.0,AS,27181,Specifier/ Influencer,Enterprise,,operations,52,Quotation or Purchase Consultation,vrf,,,entry level,LGESP,more than a year,retail,,97,False
1.0,AS,27181,Specifier/ Influencer,Enterprise,,operations,52,Quotation or Purchase Consultation,vrf,,,entry level,LGESP,more than a year,retail,,97,False
1.0,AS,24108,End Customer,SMB,,administrative,45,Quotation or Purchase Consultation,etc.,,,director,LGESP,more than a year,retail,Bookstore,97,False
1.0,AS,18881,End Customer,Enterprise,,administrative,49,Quotation or Purchase Consultation,etc.,,,partner,LGESP,more than a year,retail,Electronics & Telco,97,False
1.0,AS,44196,End-Customer,Enterprise,,administrative,79,Quotation or purchase consultation,multi-split,,,ceo/founder,LGEMS,less than 3 months,retail,Other Stores,42,False
1.0,AS,44196,End Customer,Enterprise,,administrative,79,Quotation or Purchase Consultation,multi-split,,,ceo/founder,LGEMS,less than 3 months,retail,Other Stores,42,False
1.0,AS,40122,End Customer,Enterprise,,sales,3,Quotation or Purchase Consultation,single-split,,,ceo/founder,LGEMS,less than 3 months,retail,Other Stores,42,False
1.0,AS,318,End Customer,Enterprise,16.0,sales,17,Quotation or Purchase Consultation,etc.,,,ceo/founder,LGESP,less than 3 months,retail,,97,False
1.0,AS,13417,End-Customer,Enterprise,,other,92,Quotation or purchase consultation,single-split,,,other,LGESP,less than 3 months,retail,Hyper Market & Grocery,97,False
1.0,AS,34252,End-Customer,SMB,,administrative,73,Quotation or Purchase Consultation,rac,,,director,LGESP,less than 3 months,retail,Electronics & Telco,97,False
1.0,AS,34252,End Customer,SMB,,administrative,73,Quotation or Purchase Consultation,etc.,,,director,LGESP,less than 3 months,retail,Electronics & Telco,97,False
1.0,AS,3439,End Customer,Enterprise,,operations,152,Quotation or Purchase Consultation,etc.,,,director,LGESP,less than 3 months,retail,,97,False
1.0,AS,34403,End-Customer,Enterprise,,sales,48,Quotation or purchase consultation,rac,,,director,LGESP,more than a year,retail,Electronics & Telco,97,False
1.0,AS,34403,End Customer,Enterprise,,sales,48,Quotation or Purchase Consultation,etc.,,,director,LGESP,more than a year,retail,Electronics & Telco,97,False
1.0,AS,17971,End-Customer,Enterprise,,entrepreneurship,80,Quotation or Purchase Consultation,rac,,,partner,LGESP,less than 3 months,retail,Other Stores,97,False
1.0,AS,17971,End Customer,Enterprise,,entrepreneurship,80,Quotation or Purchase Consultation,etc.,,,partner,LGESP,less than 3 months,retail,Other Stores,97,False
1.0,AS,10835,End Customer,Enterprise,,finance,48,Quotation or Purchase Consultation,etc.,,,partner,LGESP,more than a year,retail,,97,False
1.0,AS,13417,End Customer,Enterprise,,others,92,Quotation or Purchase Consultation,single-split,,,others,LGESP,less than 3 months,retail,Hyper Market & Grocery,97,False
1.0,AS,78,Specifier/ Influencer,SMB,,engineering,216,Quotation or purchase consultation,rac,,,ceo/founder,LGECL,more than a year,retail,Other Stores,124,False
1.0,AS,78,Specifier/ Influencer,SMB,,engineering,216,Quotation or Purchase Consultation,etc.,,,ceo/founder,LGECL,more than a year,retail,Other Stores,124,False
0.75,AS,21321,End-Customer,Enterprise,,other,26,Product Information,vrf,,,other,LGECL,,retail,Other Stores,124,False
0.75,AS,21321,End-Customer,Enterprise,,other,15,Product Information,vrf,,,other,LGECL,,retail,Other Stores,100,False
0.75,AS,21321,End-Customer,Enterprise,,operations,30,Product Information,vrf,,,other,LGECL,,retail,Other Stores,124,False
1.0,AS,21321,End Customer,Enterprise,,operations,30,Product Information,vrf,,,others,LGECL,more than a year,retail,Other Stores,124,False
1.0,AS,21321,End Customer,Enterprise,,others,26,Product Information,vrf,,,others,LGECL,more than a year,retail,Other Stores,124,False
1.0,AS,21321,End Customer,Enterprise,,others,15,Product Information,vrf,,,others,LGECL,more than a year,retail,Other Stores,100,False
1.0,AS,16548,End-Customer,SMB,,operations,38,Quotation or purchase consultation,etc.,,,ceo/founder,LGEPR,less than 3 months,retail,,125,False
1.0,AS,16548,End Customer,SMB,,operations,38,Quotation or Purchase Consultation,etc.,,,ceo/founder,LGEPR,less than 3 months,retail,,125,False
1.0,AS,16206,End-Customer,SMB,,entrepreneurship,105,Quotation or purchase consultation,etc.,,,partner,LGEPS,less than 3 months,retail,,81,False
1.0,AS,16206,End Customer,SMB,,entrepreneurship,105,Quotation or Purchase Consultation,etc.,,,partner,LGEPS,less than 3 months,retail,,81,False
1.0,AS,34846,End-Customer,Enterprise,,finance,23,Quotation or Purchase Consultation,etc.,,,director,LGEIL,less than 3 months,retail,,116,True
1.0,AS,34846,End Customer,Enterprise,,finance,23,Quotation or Purchase Consultation,etc.,,,director,LGEIL,less than 3 months,retail,,116,True
1.0,AS,40118,End-Customer,Enterprise,,media and communication,173,Quotation or Purchase Consultation,rac,,,ceo/founder,LGESP,more than a year,retail,Electronics & Telco,97,False
1.0,AS,40118,End Customer,Enterprise,,media and communication,173,Quotation or Purchase Consultation,etc.,,,ceo/founder,LGESP,more than a year,retail,Electronics & Telco,97,False
1.0,AS,21082,End-Customer,Enterprise,,purchasing,73,Quotation or Purchase Consultation,rac,,,manager,LGESP,more than a year,retail,Other Stores,97,False
1.0,AS,21082,End Customer,Enterprise,,purchasing,73,Quotation or Purchase Consultation,etc.,,,manager,LGESP,more than a year,retail,Other Stores,97,False
1.0,AS,30119,End Customer,Enterprise,,entrepreneurship,63,Quotation or Purchase Consultation,single-split,,,partner,LGESP,less than 3 months,retail,Fashion,97,False
1.0,AS,21868,End Customer,Enterprise,,purchasing,23,Quotation or Purchase Consultation,etc.,,,partner,LGESP,more than a year,retail,Other Stores,97,False
1.0,AS,30024,End-Customer,Enterprise,,administrative,51,Quotation or Purchase Consultation,rac,,,partner,LGESP,more than a year,retail,Other Stores,97,False
1.0,AS,30024,End Customer,Enterprise,,administrative,51,Quotation or Purchase Consultation,etc.,,,partner,LGESP,more than a year,retail,Other Stores,97,False
1.0,AS,23471,End Customer,SMB,,administrative,97,Quotation or Purchase Consultation,multi-split,,,partner,LGESP,more than a year,retail,Other Stores,97,False
1.0,AS,10821,End Customer,Enterprise,,business development,269,Quotation or Purchase Consultation,etc.,,,partner,LGESP,more than a year,retail,Other Stores,97,False
1.0,AS,6946,Specifier/ Influencer,Enterprise,,entrepreneurship,129,Quotation or purchase consultation,single-split,,,ceo/founder,LGECB,more than a year,retail,Other Stores,101,False
1.0,AS,6946,Specifier/ Influencer,Enterprise,,entrepreneurship,129,Quotation or Purchase Consultation,single-split,,,ceo/founder,LGECB,more than a year,retail,Other Stores,101,False
0.75,AS,29303,Specifier/ Influencer,SMB,,engineering,14,,vrf,,,manager,LGECB,less than 3 months,retail,,39,False
0.75,AS,29303,Specifier/ Influencer,SMB,,engineering,14,,vrf,,,manager,LGECB,less than 3 months,retail,,39,False
0.75,AS,29303,Specifier/ Influencer,SMB,,engineering,67,,vrf,,,manager,LGECB,less than 3 months,retail,,39,False
